treated_id,control_id,match_rank,distance,treated_beds,control_beds,treated_baths,control_baths,treated_sqft,control_sqft
89083736,CONTROL_0038,4,2.632656737810487,2.0,2.0,1.0,2.0,1162.0,1777.3595165588363
89083736,CONTROL_0048,5,2.636227980623625,2.0,2.0,1.0,1.0,1162.0,1863.7679539194683
89084030,CONTROL_0047,1,2.231894115772604,3.0,4.0,2.0,2.0,2554.3636363636365,2919.8711523010174
89084030,CONTROL_0272,2,2.4114644483393866,3.0,4.0,2.0,2.0,2554.3636363636365,2295.332918629926
89084030,CONTROL_0070,3,2.4349224405246925,3.0,4.0,2.0,2.0,2554.3636363636365,2524.300272996553
89084030,CONTROL_0171,4,2.5112123373967625,3.0,4.0,2.0,2.0,2554.3636363636365,2504.4800715360543
89084030,CONTROL_0191,5,2.577176096869261,3.0,4.0,2.0,2.0,2554.3636363636365,2673.0117423973165
89084753,CONTROL_0047,1,3.7262796975877173,3.0,4.0,2.0,2.0,4025.0,2919.8711523010174
89084753,CONTROL_0164,2,3.8522252827416263,3.0,4.0,2.0,2.0,4025.0,3066.149661588681
89084753,CONTROL_0229,3,3.9283862597018158,3.0,5.0,2.0,2.0,4025.0,3391.7414332405506
89084753,CONTROL_0139,4,4.070024088241129,3.0,4.0,2.0,2.0,4025.0,2762.9482229166033
89084753,CONTROL_0161,5,4.087128044564947,3.0,5.0,2.0,2.0,4025.0,3159.354466653909
89084765,CONTROL_0047,1,2.222644760221345,3.0,4.0,2.0,2.0,2247.5,2919.8711523010174
89084765,CONTROL_0272,2,2.228700403284458,3.0,4.0,2.0,2.0,2247.5,2295.332918629926
89084765,CONTROL_0070,3,2.2786596792999005,3.0,4.0,2.0,2.0,2247.5,2524.300272996553
89084765,CONTROL_0101,4,2.3422113231975943,3.0,3.0,2.0,2.0,2247.5,2393.5740368279376
89084765,CONTROL_0171,5,2.3718111651124345,3.0,4.0,2.0,2.0,2247.5,2504.4800715360543
89084840,CONTROL_0200,1,0.9639991906507385,2.0,2.0,1.0,1.0,1223.0,1546.60631850984
89084840,CONTROL_0048,2,1.3132048958050957,2.0,2.0,1.0,1.0,1223.0,1863.7679539194683
89084840,CONTROL_0024,3,1.4752723642042391,2.0,2.0,1.0,1.0,1223.0,2028.7503516404836
89084840,CONTROL_0284,4,1.5464733199619363,2.0,2.0,1.0,1.0,1223.0,1983.5848718921127
89084840,CONTROL_0061,5,1.5843008092685795,2.0,2.0,1.0,1.0,1223.0,1994.2499586283038
89084855,CONTROL_0093,1,0.8399944684882115,3.0,3.0,2.0,2.0,1902.4117647058824,2067.654755384204
89084855,CONTROL_0107,2,0.8881296569832784,3.0,3.0,2.0,2.0,1902.4117647058824,2169.529889609949
89084855,CONTROL_0234,3,0.9027061821678639,3.0,3.0,2.0,2.0,1902.4117647058824,1953.1244805234492
89084855,CONTROL_0032,4,0.9088109682716216,3.0,3.0,2.0,2.0,1902.4117647058824,1896.7145928913835
89084855,CONTROL_0084,5,1.0383004523859267,3.0,3.0,2.0,2.0,1902.4117647058824,2235.734251985577
89085011,CONTROL_0234,1,1.3492266947343416,3.0,3.0,2.0,2.0,1532.0,1953.1244805234492
89085011,CONTROL_0032,2,1.4119882818648484,3.0,3.0,2.0,2.0,1532.0,1896.7145928913835
89085011,CONTROL_0093,3,1.4678794554402688,3.0,3.0,2.0,2.0,1532.0,2067.654755384204
89085011,CONTROL_0107,4,1.5714471386958893,3.0,3.0,2.0,2.0,1532.0,2169.529889609949
89085011,CONTROL_0073,5,1.7035997917542474,3.0,3.0,2.0,2.0,1532.0,2176.1585533656475
89085041,CONTROL_0047,1,5.466019056820082,3.0,4.0,2.0,2.0,2226.7368421052633,2919.8711523010174
89085041,CONTROL_0263,2,5.772558183307753,3.0,4.0,2.0,1.0,2226.7368421052633,2439.3196601325826
89085041,CONTROL_0070,3,5.849156198360488,3.0,4.0,2.0,2.0,2226.7368421052633,2524.300272996553
89085041,CONTROL_0272,4,5.921153328861306,3.0,4.0,2.0,2.0,2226.7368421052633,2295.332918629926
89085041,CONTROL_0011,5,5.95107500008862,3.0,3.0,2.0,1.0,2226.7368421052633,2264.5473772774913
89085053,CONTROL_0032,1,1.939101356569501,3.0,3.0,2.0,2.0,1310.4347826086957,1896.7145928913835
89085053,CONTROL_0245,2,2.326555194573007,3.0,3.0,2.0,2.0,1310.4347826086957,2241.510811568184
89085053,CONTROL_0218,3,2.3865846370981063,3.0,3.0,2.0,2.0,1310.4347826086957,2328.0530549849227
89085053,CONTROL_0107,4,2.431334020574575,3.0,3.0,2.0,2.0,1310.4347826086957,2169.529889609949
89085053,CONTROL_0073,5,2.47278378936304,3.0,3.0,2.0,2.0,1310.4347826086957,2176.1585533656475
89085086,CONTROL_0038,1,1.3911747903318963,2.0,2.0,2.0,2.0,1521.0,1777.3595165588363
89085086,CONTROL_0032,2,1.4236794632180103,2.0,3.0,2.0,2.0,1521.0,1896.7145928913835
89085086,CONTROL_0124,3,1.4316100253802875,2.0,2.0,2.0,2.0,1521.0,1704.658269692216
89085086,CONTROL_0055,4,1.4591227311381285,2.0,2.0,2.0,2.0,1521.0,1575.6028545605297
89085086,CONTROL_0093,5,1.586703636915732,2.0,3.0,2.0,2.0,1521.0,2067.654755384204
89085215,CONTROL_0164,1,2.264132335491678,3.0,4.0,2.0,2.0,3167.0,3066.149661588681
89085215,CONTROL_0054,2,2.3268745719314667,3.0,4.0,2.0,2.0,3167.0,2730.587525123412
89085215,CONTROL_0139,3,2.412525530831276,3.0,4.0,2.0,2.0,3167.0,2762.9482229166033
89085215,CONTROL_0226,4,2.413611012418728,3.0,4.0,2.0,2.0,3167.0,2620.9235840971583
89085215,CONTROL_0046,5,2.449995419956967,3.0,4.0,2.0,2.0,3167.0,2784.6635104651896
89085494,CONTROL_0272,1,2.3643860174325027,3.0,4.0,2.0,2.0,2027.888888888889,2295.332918629926
89085494,CONTROL_0070,2,2.51034684492,3.0,4.0,2.0,2.0,2027.888888888889,2524.300272996553
89085494,CONTROL_0032,3,2.517422096396663,3.0,3.0,2.0,2.0,2027.888888888889,1896.7145928913835
89085494,CONTROL_0047,4,2.558777407086703,3.0,4.0,2.0,2.0,2027.888888888889,2919.8711523010174
89085494,CONTROL_0171,5,2.578429996490321,3.0,4.0,2.0,2.0,2027.888888888889,2504.4800715360543
89085497,CONTROL_0032,1,2.2091662669164527,3.0,3.0,2.0,2.0,1781.3333333333333,1896.7145928913835
89085497,CONTROL_0272,2,2.339433620868569,3.0,4.0,2.0,2.0,1781.3333333333333,2295.332918629926
89085497,CONTROL_0101,3,2.434939295404514,3.0,3.0,2.0,2.0,1781.3333333333333,2393.5740368279376
89085497,CONTROL_0107,4,2.4737000123474773,3.0,3.0,2.0,2.0,1781.3333333333333,2169.529889609949
89085497,CONTROL_0245,5,2.4796831152985654,3.0,3.0,2.0,2.0,1781.3333333333333,2241.510811568184
89085506,CONTROL_0272,1,2.35810700790712,3.0,4.0,2.0,2.0,2048.0,2295.332918629926
89085506,CONTROL_0070,2,2.4991619385176467,3.0,4.0,2.0,2.0,2048.0,2524.300272996553
89085506,CONTROL_0032,3,2.5206515969149748,3.0,3.0,2.0,2.0,2048.0,1896.7145928913835
89085506,CONTROL_0047,4,2.538845992685984,3.0,4.0,2.0,2.0,2048.0,2919.8711523010174
89085506,CONTROL_0171,5,2.56798632336499,3.0,4.0,2.0,2.0,2048.0,2504.4800715360543
89085512,CONTROL_0272,1,3.396918477809411,3.0,4.0,2.0,2.0,1990.0,2295.332918629926
89085512,CONTROL_0226,2,3.624443846698708,3.0,4.0,2.0,2.0,1990.0,2620.9235840971583
89085512,CONTROL_0044,3,3.678269654236713,3.0,4.0,2.0,2.0,1990.0,2338.2012617271553
89085512,CONTROL_0054,4,3.6940639631429057,3.0,4.0,2.0,2.0,1990.0,2730.587525123412
89085512,CONTROL_0060,5,3.721870358646801,3.0,4.0,2.0,2.0,1990.0,2322.0175717725365
89085590,CONTROL_0032,1,2.019894860408156,3.0,3.0,2.0,2.0,2039.0,1896.7145928913835
89085590,CONTROL_0101,2,2.0994808167226684,3.0,3.0,2.0,2.0,2039.0,2393.5740368279376
89085590,CONTROL_0218,3,2.139426401745287,3.0,3.0,2.0,2.0,2039.0,2328.0530549849227
89085590,CONTROL_0272,4,2.153803330972928,3.0,4.0,2.0,2.0,2039.0,2295.332918629926
89085590,CONTROL_0245,5,2.1630856800634914,3.0,3.0,2.0,2.0,2039.0,2241.510811568184
89085617,CONTROL_0272,1,2.7156708255496294,3.0,4.0,2.0,2.0,2185.0,2295.332918629926
89085617,CONTROL_0047,2,2.892172913563735,3.0,4.0,2.0,2.0,2185.0,2919.8711523010174
89085617,CONTROL_0070,3,2.9112160358030623,3.0,4.0,2.0,2.0,2185.0,2524.300272996553
89085617,CONTROL_0171,4,2.9417792986576177,3.0,4.0,2.0,2.0,2185.0,2504.4800715360543
89085617,CONTROL_0060,5,3.0853217529110992,3.0,4.0,2.0,2.0,2185.0,2322.0175717725365
89085638,CONTROL_0032,1,2.005495623702399,3.0,3.0,2.0,2.0,1899.6153846153845,1896.7145928913835
89085638,CONTROL_0101,2,2.1786644101080275,3.0,3.0,2.0,2.0,1899.6153846153845,2393.5740368279376
89085638,CONTROL_0218,3,2.2053545020991185,3.0,3.0,2.0,2.0,1899.6153846153845,2328.0530549849227
89085638,CONTROL_0245,4,2.2127544944913655,3.0,3.0,2.0,2.0,1899.6153846153845,2241.510811568184
89085638,CONTROL_0272,5,2.2134105541144993,3.0,4.0,2.0,2.0,1899.6153846153845,2295.332918629926
89085794,CONTROL_0032,1,2.0063288519503426,3.0,3.0,2.0,2.0,1931.0,1896.7145928913835
89085794,CONTROL_0101,2,2.158840745846418,3.0,3.0,2.0,2.0,1931.0,2393.5740368279376
89085794,CONTROL_0218,3,2.1884658877117937,3.0,3.0,2.0,2.0,1931.0,2328.0530549849227
89085794,CONTROL_0272,4,2.1979225058006344,3.0,4.0,2.0,2.0,1931.0,2295.332918629926
89085794,CONTROL_0245,5,2.1994626470148266,3.0,3.0,2.0,2.0,1931.0,2241.510811568184
89085908,CONTROL_0055,1,1.5270193479696865,2.0,2.0,2.0,2.0,1304.0,1575.6028545605297
89085908,CONTROL_0038,2,1.5456114439644228,2.0,2.0,2.0,2.0,1304.0,1777.3595165588363
89085908,CONTROL_0124,3,1.553280934528785,2.0,2.0,2.0,2.0,1304.0,1704.658269692216
89085908,CONTROL_0032,4,1.621350629616395,2.0,3.0,2.0,2.0,1304.0,1896.7145928913835
89085908,CONTROL_0250,5,1.7492766161471478,2.0,2.0,2.0,2.0,1304.0,1777.2073088702546
89085923,CONTROL_0164,1,3.231366638496828,3.0,4.0,3.0,2.0,4377.333333333333,3066.149661588681
89085923,CONTROL_0193,2,3.2314305638910534,3.0,4.0,3.0,3.0,4377.333333333333,2872.9843080230694
89085923,CONTROL_0275,3,3.3621050796183876,3.0,4.0,3.0,3.0,4377.333333333333,2987.466421350479
89085923,CONTROL_0229,4,3.3939925212088555,3.0,5.0,3.0,2.0,4377.333333333333,3391.7414332405506
89085923,CONTROL_0047,5,3.430148131062485,3.0,4.0,3.0,2.0,4377.333333333333,2919.8711523010174
89085983,CONTROL_0047,1,2.808351038568311,3.0,4.0,2.0,2.0,2529.4,2919.8711523010174
89085983,CONTROL_0272,2,2.830230619311128,3.0,4.0,2.0,2.0,2529.4,2295.332918629926
89085983,CONTROL_0070,3,2.9627290932513777,3.0,4.0,2.0,2.0,2529.4,2524.300272996553
89085983,CONTROL_0171,4,2.993103883565625,3.0,4.0,2.0,2.0,2529.4,2504.4800715360543
89085983,CONTROL_0139,5,3.0623080831253295,3.0,4.0,2.0,2.0,2529.4,2762.9482229166033
89086031,CONTROL_0187,1,2.972115418189249,3.0,4.0,3.0,3.0,3060.0,2553.7537354543683
89086031,CONTROL_0047,2,3.0150421324103265,3.0,4.0,3.0,2.0,3060.0,2919.8711523010174
89086031,CONTROL_0193,3,3.2392166047102697,3.0,4.0,3.0,3.0,3060.0,2872.9843080230694
89086031,CONTROL_0162,4,3.2440786266434674,3.0,5.0,3.0,3.0,3060.0,2932.2294335440824
89086031,CONTROL_0043,5,3.256160367384965,3.0,4.0,3.0,3.0,3060.0,2661.021017898127
89086061,CONTROL_0272,1,2.7197076320172324,3.0,4.0,2.0,2.0,2154.5,2295.332918629926
89086061,CONTROL_0047,2,2.914742471871108,3.0,4.0,2.0,2.0,2154.5,2919.8711523010174
89086061,CONTROL_0070,3,2.9218359039854236,3.0,4.0,2.0,2.0,2154.5,2524.300272996553
89086061,CONTROL_0171,4,2.9517026853618415,3.0,4.0,2.0,2.0,2154.5,2504.4800715360543
89086061,CONTROL_0060,5,3.0896301030567446,3.0,4.0,2.0,2.0,2154.5,2322.0175717725365
89086067,CONTROL_0272,1,2.717315766400305,3.0,4.0,2.0,2.0,2419.0,2295.332918629926
89086067,CONTROL_0047,2,2.745256622438677,3.0,4.0,2.0,2.0,2419.0,2919.8711523010174
89086067,CONTROL_0070,3,2.8595794551324554,3.0,4.0,2.0,2.0,2419.0,2524.300272996553
89086067,CONTROL_0171,4,2.8952805459620516,3.0,4.0,2.0,2.0,2419.0,2504.4800715360543
89086067,CONTROL_0139,5,2.9944842503979996,3.0,4.0,2.0,2.0,2419.0,2762.9482229166033
89086091,CONTROL_0047,1,3.393158730901283,3.0,4.0,2.0,2.0,3547.0,2919.8711523010174
89086091,CONTROL_0164,2,3.5872754655133505,3.0,4.0,2.0,2.0,3547.0,3066.149661588681
89086091,CONTROL_0139,3,3.709956261963286,3.0,4.0,2.0,2.0,3547.0,2762.9482229166033
89086091,CONTROL_0229,4,3.7884904258177663,3.0,5.0,2.0,2.0,3547.0,3391.7414332405506
89086091,CONTROL_0191,5,3.8334395065479403,3.0,4.0,2.0,2.0,3547.0,2673.0117423973165
89086127,CONTROL_0200,1,1.4586798987099239,2.0,2.0,1.0,1.0,1092.0,1546.60631850984
89086127,CONTROL_0048,2,1.7596077805708332,2.0,2.0,1.0,1.0,1092.0,1863.7679539194683
89086127,CONTROL_0024,3,1.8862102931809306,2.0,2.0,1.0,1.0,1092.0,2028.7503516404836
89086127,CONTROL_0284,4,1.9670772174083881,2.0,2.0,1.0,1.0,1092.0,1983.5848718921127
89086127,CONTROL_0061,5,2.048282635551698,2.0,2.0,1.0,1.0,1092.0,1994.2499586283038
89086328,CONTROL_0055,1,1.1926273738707645,2.0,2.0,2.0,2.0,1340.0,1575.6028545605297
89086328,CONTROL_0038,2,1.21622267202983,2.0,2.0,2.0,2.0,1340.0,1777.3595165588363
89086328,CONTROL_0124,3,1.31637230877898,2.0,2.0,2.0,2.0,1340.0,1704.658269692216
89086328,CONTROL_0250,4,1.440069666285277,2.0,2.0,2.0,2.0,1340.0,1777.2073088702546
89086328,CONTROL_0092,5,1.4618247889256384,2.0,2.0,2.0,2.0,1340.0,1801.726609058714
89086571,CONTROL_0032,1,4.051196383073013,2.0,3.0,2.0,2.0,1373.0,1896.7145928913835
89086571,CONTROL_0011,2,4.267424013805637,2.0,3.0,2.0,1.0,1373.0,2264.5473772774913
89086571,CONTROL_0218,3,4.267579229177752,2.0,3.0,2.0,2.0,1373.0,2328.0530549849227
89086571,CONTROL_0245,4,4.267797266556319,2.0,3.0,2.0,2.0,1373.0,2241.510811568184
89086571,CONTROL_0067,5,4.301706426717665,2.0,2.0,2.0,2.0,1373.0,2001.1885239207245
89086607,CONTROL_0144,1,1.0519303456626061,3.0,3.0,1.0,1.0,1554.2,2172.3810357357484
89086607,CONTROL_0123,2,1.0978833941361645,3.0,3.0,1.0,1.0,1554.2,2076.737448474917
89086607,CONTROL_0266,3,1.1029678416033746,3.0,3.0,1.0,1.0,1554.2,2173.8958372352267
89086607,CONTROL_0299,4,1.1063097629668297,3.0,3.0,1.0,1.0,1554.2,2064.31514559634
89086607,CONTROL_0149,5,1.1224819170465854,3.0,3.0,1.0,1.0,1554.2,2173.5315837576914
89086613,CONTROL_0011,1,1.828007600566903,3.0,3.0,1.0,1.0,1570.0,2264.5473772774913
89086613,CONTROL_0102,2,2.051387281606977,3.0,3.0,1.0,1.0,1570.0,2412.399358658699
89086613,CONTROL_0263,3,2.1934929487171106,3.0,4.0,1.0,1.0,1570.0,2439.3196601325826
89086613,CONTROL_0144,4,2.1980127983922624,3.0,3.0,1.0,1.0,1570.0,2172.3810357357484
89086613,CONTROL_0149,5,2.2731209500266862,3.0,3.0,1.0,1.0,1570.0,2173.5315837576914
89086724,CONTROL_0187,1,2.1662230425209827,4.0,4.0,3.0,3.0,2748.0,2553.7537354543683
89086724,CONTROL_0047,2,2.289971170497905,4.0,4.0,3.0,2.0,2748.0,2919.8711523010174
89086724,CONTROL_0162,3,2.3072475635508964,4.0,5.0,3.0,3.0,2748.0,2932.2294335440824
89086724,CONTROL_0152,4,2.445870142914403,4.0,4.0,3.0,3.0,2748.0,2511.6084272026324
89086724,CONTROL_0043,5,2.490125804349292,4.0,4.0,3.0,3.0,2748.0,2661.021017898127
89086901,CONTROL_0279,1,0.35165467693130076,4.0,4.0,2.0,2.0,3165.0,3037.5979819098893
89086901,CONTROL_0164,2,0.47057449957401404,4.0,4.0,2.0,2.0,3165.0,3066.149661588681
89086901,CONTROL_0202,3,0.5049498805243534,4.0,4.0,2.0,2.0,3165.0,2869.0783533782605
89086901,CONTROL_0237,4,0.6267733685812727,4.0,4.0,2.0,2.0,3165.0,2868.9580402000306
89086901,CONTROL_0185,5,0.6961814789118338,4.0,4.0,2.0,2.0,3165.0,2762.1774107371107
89086910,CONTROL_0272,1,2.3973099837179976,3.0,4.0,2.0,2.0,1940.0,2295.332918629926
89086910,CONTROL_0032,2,2.508684243262504,3.0,3.0,2.0,2.0,1940.0,1896.7145928913835
89086910,CONTROL_0070,3,2.563960370057004,3.0,4.0,2.0,2.0,1940.0,2524.300272996553
89086910,CONTROL_0101,4,2.621566833715021,3.0,3.0,2.0,2.0,1940.0,2393.5740368279376
89086910,CONTROL_0171,5,2.6287590077142022,3.0,4.0,2.0,2.0,1940.0,2504.4800715360543
89086934,CONTROL_0032,1,2.0054973227515362,3.0,3.0,2.0,2.0,1900.0,1896.7145928913835
89086934,CONTROL_0101,2,2.1784147265208977,3.0,3.0,2.0,2.0,1900.0,2393.5740368279376
89086934,CONTROL_0218,3,2.205140573284054,3.0,3.0,2.0,2.0,1900.0,2328.0530549849227
89086934,CONTROL_0245,4,2.2125843701841146,3.0,3.0,2.0,2.0,1900.0,2241.510811568184
89086934,CONTROL_0272,5,2.2132136904850266,3.0,4.0,2.0,2.0,1900.0,2295.332918629926
89086958,CONTROL_0047,1,2.026729517887721,3.0,4.0,2.0,2.0,,2919.8711523010174
89086958,CONTROL_0101,2,2.0311829111133743,3.0,3.0,2.0,2.0,,2393.5740368279376
89086958,CONTROL_0070,3,2.07770941197105,3.0,4.0,2.0,2.0,,2524.300272996553
89086958,CONTROL_0032,4,2.082647224964735,3.0,3.0,2.0,2.0,,1896.7145928913835
89086958,CONTROL_0218,5,2.089540989959616,3.0,3.0,2.0,2.0,,2328.0530549849227
89086976,CONTROL_0272,1,2.329576729741483,3.0,4.0,2.0,2.0,2175.0,2295.332918629926
89086976,CONTROL_0047,2,2.4202557898098123,3.0,4.0,2.0,2.0,2175.0,2919.8711523010174
89086976,CONTROL_0070,3,2.4383380905590317,3.0,4.0,2.0,2.0,2175.0,2524.300272996553
